place_id,place_name,category,location,district,rating,budget_min_LKR,budget_max_LKR,latitude,longitude,budget_level,description,tags,images
168,Ambewela Farm,Nature,NuwaraEliya,NuwaraEliya,4.9,300,900,6.8333,80.8333,Low,New Zealand of Sri Lanka - cattle farm,"farm,cattle,scenic,nature",
169,World's End Viewpoint,Nature,NuwaraEliya,NuwaraEliya,3.5,2000,5000,6.7967,80.8028,Medium,Dramatic 880m cliff drop,"cliff,viewpoint,dramatic,nature",
170,World's End Viewpoint,Nature,NuwaraEliya,NuwaraEliya,3,2000,5000,6.7967,80.8028,Medium,Dramatic 880m cliff drop,"cliff,viewpoint,dramatic,nature",
171,Horton Plains,Nature,NuwaraEliya,NuwaraEliya,4.3,2000,5000,6.802,80.803,Medium,Misty plateau with World's End cliff,"plateau,worldsend,nature,hiking",
172,Moon Plains,Nature,NuwaraEliya,NuwaraEliya,3.8,200,800,6.8667,80.7833,Low,Scenic highland plains with mountain views,"plains,highland,scenic,nature",
173,Horton Plains,Nature,NuwaraEliya,NuwaraEliya,4,2000,5000,6.802,80.803,Medium,Misty plateau with World's End cliff,"plateau,worldsend,nature,hiking",
174,Gregory Lake,Nature,NuwaraEliya,NuwaraEliya,4.8,300,1000,6.9497,80.7861,Low,Scenic lake in Nuwara Eliya town,"lake,scenic,boating,nature",
175,World's End Viewpoint,Nature,NuwaraEliya,NuwaraEliya,4.7,2000,5000,6.7967,80.8028,Medium,Dramatic 880m cliff drop,"cliff,viewpoint,dramatic,nature",
176,Victoria Park,Nature,NuwaraEliya,NuwaraEliya,4.4,200,600,6.9497,80.7891,Low,Beautiful park with diverse bird species,"park,birds,flowers,nature",
177,Moon Plains,Nature,NuwaraEliya,NuwaraEliya,4.2,200,800,6.8667,80.7833,Low,Scenic highland plains with mountain views,"plains,highland,scenic,nature",
178,Moon Plains,Nature,NuwaraEliya,NuwaraEliya,4.5,200,800,6.8667,80.7833,Low,Scenic highland plains with mountain views,"plains,highland,scenic,nature",
179,Horton Plains,Nature,NuwaraEliya,NuwaraEliya,3.2,2000,5000,6.802,80.803,Medium,Misty plateau with World's End cliff,"plateau,worldsend,nature,hiking",
180,Seetha Amman Temple,Religious,NuwaraEliya,NuwaraEliya,4.6,0,400,6.9769,80.7714,Low,Hindu temple linked to Ramayana story,"temple,hindu,ramayana,religious",
181,Victoria Park,Nature,NuwaraEliya,NuwaraEliya,4.5,200,600,6.9497,80.7891,Low,Beautiful park with diverse bird species,"park,birds,flowers,nature",
182,Moon Plains,Nature,NuwaraEliya,NuwaraEliya,4.4,200,800,6.8667,80.7833,Low,Scenic highland plains with mountain views,"plains,highland,scenic,nature",
183,Nuwara Eliya Tea Plantations,Nature,NuwaraEliya,NuwaraEliya,5,1500,4000,6.9497,80.7891,Medium,Beautiful tea country - Little England,"tea,plantation,colonial,nature",
184,Ambewela Farm,Nature,NuwaraEliya,NuwaraEliya,3,300,900,6.8333,80.8333,Low,New Zealand of Sri Lanka - cattle farm,"farm,cattle,scenic,nature",
185,Horton Plains,Nature,NuwaraEliya,NuwaraEliya,4.5,2000,5000,6.802,80.803,Medium,Misty plateau with World's End cliff,"plateau,worldsend,nature,hiking",
186,Moon Plains,Nature,NuwaraEliya,NuwaraEliya,4,200,800,6.8667,80.7833,Low,Scenic highland plains with mountain views,"plains,highland,scenic,nature",
187,Victoria Park,Nature,NuwaraEliya,NuwaraEliya,4.5,200,600,6.9497,80.7891,Low,Beautiful park with diverse bird species,"park,birds,flowers,nature",
188,World's End Viewpoint,Nature,NuwaraEliya,NuwaraEliya,3.4,2000,5000,6.7967,80.8028,Medium,Dramatic 880m cliff drop,"cliff,viewpoint,dramatic,nature",
189,World's End Viewpoint,Nature,NuwaraEliya,NuwaraEliya,4.4,2000,5000,6.7967,80.8028,Medium,Dramatic 880m cliff drop,"cliff,viewpoint,dramatic,nature",
190,Gregory Lake,Nature,NuwaraEliya,NuwaraEliya,4,300,1000,6.9497,80.7861,Low,Scenic lake in Nuwara Eliya town,"lake,scenic,boating,nature",
191,Horton Plains,Nature,NuwaraEliya,NuwaraEliya,3.9,2000,5000,6.802,80.803,Medium,Misty plateau with World's End cliff,"plateau,worldsend,nature,hiking",
192,Gregory Lake,Nature,NuwaraEliya,NuwaraEliya,3.4,300,1000,6.9497,80.7861,Low,Scenic lake in Nuwara Eliya town,"lake,scenic,boating,nature",
193,Nuwara Eliya Tea Plantations,Nature,NuwaraEliya,NuwaraEliya,4.5,1500,4000,6.9497,80.7891,Medium,Beautiful tea country - Little England,"tea,plantation,colonial,nature",
194,Gregory Lake,Nature,NuwaraEliya,NuwaraEliya,3.5,300,1000,6.9497,80.7861,Low,Scenic lake in Nuwara Eliya town,"lake,scenic,boating,nature",
195,Moon Plains,Nature,NuwaraEliya,NuwaraEliya,3.9,200,800,6.8667,80.7833,Low,Scenic highland plains with mountain views,"plains,highland,scenic,nature",
196,Horton Plains,Nature,NuwaraEliya,NuwaraEliya,4.7,2000,5000,6.802,80.803,Medium,Misty plateau with World's End cliff,"plateau,worldsend,nature,hiking",
197,World's End Viewpoint,Nature,NuwaraEliya,NuwaraEliya,3.2,2000,5000,6.7967,80.8028,Medium,Dramatic 880m cliff drop,"cliff,viewpoint,dramatic,nature",
198,Horton Plains,Nature,NuwaraEliya,NuwaraEliya,3.8,2000,5000,6.802,80.803,Medium,Misty plateau with World's End cliff,"plateau,worldsend,nature,hiking",
199,Victoria Park,Nature,NuwaraEliya,NuwaraEliya,3.1,200,600,6.9497,80.7891,Low,Beautiful park with diverse bird species,"park,birds,flowers,nature",
200,Nuwara Eliya Tea Plantations,Nature,NuwaraEliya,NuwaraEliya,4.2,1500,4000,6.9497,80.7891,Medium,Beautiful tea country - Little England,"tea,plantation,colonial,nature",
201,Ambewela Farm,Nature,NuwaraEliya,NuwaraEliya,4,300,900,6.8333,80.8333,Low,New Zealand of Sri Lanka - cattle farm,"farm,cattle,scenic,nature",
202,Horton Plains,Nature,NuwaraEliya,NuwaraEliya,3,2000,5000,6.802,80.803,Medium,Misty plateau with World's End cliff,"plateau,worldsend,nature,hiking",
203,Victoria Park,Nature,NuwaraEliya,NuwaraEliya,4.5,200,600,6.9497,80.7891,Low,Beautiful park with diverse bird species,"park,birds,flowers,nature",
204,Nuwara Eliya Tea Plantations,Nature,NuwaraEliya,NuwaraEliya,4.3,1500,4000,6.9497,80.7891,Medium,Beautiful tea country - Little England,"tea,plantation,colonial,nature",
205,Nuwara Eliya Tea Plantations,Nature,NuwaraEliya,NuwaraEliya,3.2,1500,4000,6.9497,80.7891,Medium,Beautiful tea country - Little England,"tea,plantation,colonial,nature",
206,Nuwara Eliya Tea Plantations,Nature,NuwaraEliya,NuwaraEliya,3.8,1500,4000,6.9497,80.7891,Medium,Beautiful tea country - Little England,"tea,plantation,colonial,nature",
207,Victoria Park,Nature,NuwaraEliya,NuwaraEliya,4.9,200,600,6.9497,80.7891,Low,Beautiful park with diverse bird species,"park,birds,flowers,nature",
208,Ambewela Farm,Nature,NuwaraEliya,NuwaraEliya,4.5,300,900,6.8333,80.8333,Low,New Zealand of Sri Lanka - cattle farm,"farm,cattle,scenic,nature",
209,Moon Plains,Nature,NuwaraEliya,NuwaraEliya,3.7,200,800,6.8667,80.7833,Low,Scenic highland plains with mountain views,"plains,highland,scenic,nature",
210,Seetha Amman Temple,Religious,NuwaraEliya,NuwaraEliya,5,0,400,6.9769,80.7714,Low,Hindu temple linked to Ramayana story,"temple,hindu,ramayana,religious",
211,Gregory Lake,Nature,NuwaraEliya,NuwaraEliya,4.9,300,1000,6.9497,80.7861,Low,Scenic lake in Nuwara Eliya town,"lake,scenic,boating,nature",
212,Moon Plains,Nature,NuwaraEliya,NuwaraEliya,3.8,200,800,6.8667,80.7833,Low,Scenic highland plains with mountain views,"plains,highland,scenic,nature",
213,Nuwara Eliya Tea Plantations,Nature,NuwaraEliya,NuwaraEliya,5,1500,4000,6.9497,80.7891,Medium,Beautiful tea country - Little England,"tea,plantation,colonial,nature",
214,Seetha Amman Temple,Religious,NuwaraEliya,NuwaraEliya,4.6,0,400,6.9769,80.7714,Low,Hindu temple linked to Ramayana story,"temple,hindu,ramayana,religious",
215,Nuwara Eliya Tea Plantations,Nature,NuwaraEliya,NuwaraEliya,3.9,1500,4000,6.9497,80.7891,Medium,Beautiful tea country - Little England,"tea,plantation,colonial,nature",
216,Moon Plains,Nature,NuwaraEliya,NuwaraEliya,4.5,200,800,6.8667,80.7833,Low,Scenic highland plains with mountain views,"plains,highland,scenic,nature",
217,World's End Viewpoint,Nature,NuwaraEliya,NuwaraEliya,3.1,2000,5000,6.7967,80.8028,Medium,Dramatic 880m cliff drop,"cliff,viewpoint,dramatic,nature",
218,Horton Plains,Nature,NuwaraEliya,NuwaraEliya,4.7,2000,5000,6.802,80.803,Medium,Misty plateau with World's End cliff,"plateau,worldsend,nature,hiking",
219,Victoria Park,Nature,NuwaraEliya,NuwaraEliya,4.9,200,600,6.9497,80.7891,Low,Beautiful park with diverse bird species,"park,birds,flowers,nature",
220,Gregory Lake,Nature,NuwaraEliya,NuwaraEliya,3.7,300,1000,6.9497,80.7861,Low,Scenic lake in Nuwara Eliya town,"lake,scenic,boating,nature",
1,Polonnaruwa Ancient City,Historical,Polonnaruwa,Polonnaruwa,4.9,500,2000,7.9403,81.0188,Low,Medieval capital with well-preserved ruins - UNESCO,"ruins,UNESCO,ancient,historical",
2,Gal Vihara,Religious,Polonnaruwa,Polonnaruwa,4.7,500,2000,7.9556,81.0019,Low,Magnificent rock-carved Buddha statues,"buddha,rock,carved,religious,UNESCO",
3,Minneriya National Park,Wildlife,Polonnaruwa,Polonnaruwa,4.8,3000,8000,8.0328,80.8994,Medium,Famous elephant gathering - hundreds at once,"elephant,gathering,wildlife,safari",
4,Parakrama Samudra,Nature,Polonnaruwa,Polonnaruwa,4.8,0,500,7.9403,81.0019,Low,Ancient sea of Parakrama - massive irrigation tank,"tank,ancient,scenic,historical",
5,Kaudulla National Park,Wildlife,Polonnaruwa,Polonnaruwa,4.9,3000,8000,8.1667,80.9167,Medium,Another elephant gathering park near Minneriya,"elephant,wildlife,safari,nature",
6,Polonnaruwa Museum,Historical,Polonnaruwa,Polonnaruwa,4.1,300,800,7.9403,81.0188,Low,Excellent museum with ancient artifacts,"museum,artifacts,historical,culture",
7,Lankathilaka Temple,Religious,Kandy,Kandy,4.9,500,2000,7.9472,81.0014,Low,Impressive ruined image house of ancient Polonnaruwa,"temple,ruins,ancient,religious",images/lankathilaka_temple.jpg
8,Medirigiriya Vatadage,Historical,Polonnaruwa,Polonnaruwa,4.1,300,1000,8.1167,80.9667,Low,Ancient circular relic house in remote location,"ruins,ancient,historical,remote",
9,Gal Vihara,Religious,Polonnaruwa,Polonnaruwa,3.7,500,2000,7.9556,81.0019,Low,Magnificent rock-carved Buddha statues,"buddha,rock,carved,religious,UNESCO",
10,Polonnaruwa Museum,Historical,Polonnaruwa,Polonnaruwa,3.3,300,800,7.9403,81.0188,Low,Excellent museum with ancient artifacts,"museum,artifacts,historical,culture",
11,Minneriya National Park,Wildlife,Polonnaruwa,Polonnaruwa,4.5,3000,8000,8.0328,80.8994,Medium,Famous elephant gathering - hundreds at once,"elephant,gathering,wildlife,safari",
12,Lankathilaka Temple,Religious,Kandy,Kandy,4.6,500,2000,7.9472,81.0014,Low,Impressive ruined image house of ancient Polonnaruwa,"temple,ruins,ancient,religious",images/lankathilaka_temple.jpg
13,Medirigiriya Vatadage,Historical,Polonnaruwa,Polonnaruwa,4.3,300,1000,8.1167,80.9667,Low,Ancient circular relic house in remote location,"ruins,ancient,historical,remote",
14,Minneriya National Park,Wildlife,Polonnaruwa,Polonnaruwa,4.4,3000,8000,8.0328,80.8994,Medium,Famous elephant gathering - hundreds at once,"elephant,gathering,wildlife,safari",
15,Polonnaruwa Museum,Historical,Polonnaruwa,Polonnaruwa,3.4,300,800,7.9403,81.0188,Low,Excellent museum with ancient artifacts,"museum,artifacts,historical,culture",
16,Minneriya National Park,Wildlife,Polonnaruwa,Polonnaruwa,3.8,3000,8000,8.0328,80.8994,Medium,Famous elephant gathering - hundreds at once,"elephant,gathering,wildlife,safari",
17,Kaudulla National Park,Wildlife,Polonnaruwa,Polonnaruwa,3.3,3000,8000,8.1667,80.9167,Medium,Another elephant gathering park near Minneriya,"elephant,wildlife,safari,nature",
18,Polonnaruwa Ancient City,Historical,Polonnaruwa,Polonnaruwa,4.9,500,2000,7.9403,81.0188,Low,Medieval capital with well-preserved ruins - UNESCO,"ruins,UNESCO,ancient,historical",
19,Lankathilaka Temple,Religious,Kandy,Kandy,4.7,500,2000,7.9472,81.0014,Low,Impressive ruined image house of ancient Polonnaruwa,"temple,ruins,ancient,religious",images/lankathilaka_temple.jpg
20,Polonnaruwa Ancient City,Historical,Polonnaruwa,Polonnaruwa,3.4,500,2000,7.9403,81.0188,Low,Medieval capital with well-preserved ruins - UNESCO,"ruins,UNESCO,ancient,historical",
21,Polonnaruwa Museum,Historical,Polonnaruwa,Polonnaruwa,4.8,300,800,7.9403,81.0188,Low,Excellent museum with ancient artifacts,"museum,artifacts,historical,culture",
22,Parakrama Samudra,Nature,Polonnaruwa,Polonnaruwa,4.3,0,500,7.9403,81.0019,Low,Ancient sea of Parakrama - massive irrigation tank,"tank,ancient,scenic,historical",
23,Gal Vihara,Religious,Polonnaruwa,Polonnaruwa,4.9,500,2000,7.9556,81.0019,Low,Magnificent rock-carved Buddha statues,"buddha,rock,carved,religious,UNESCO",
24,Minneriya National Park,Wildlife,Polonnaruwa,Polonnaruwa,3.7,3000,8000,8.0328,80.8994,Medium,Famous elephant gathering - hundreds at once,"elephant,gathering,wildlife,safari",
25,Gal Vihara,Religious,Polonnaruwa,Polonnaruwa,3.5,500,2000,7.9556,81.0019,Low,Magnificent rock-carved Buddha statues,"buddha,rock,carved,religious,UNESCO",
26,Polonnaruwa Museum,Historical,Polonnaruwa,Polonnaruwa,3.3,300,800,7.9403,81.0188,Low,Excellent museum with ancient artifacts,"museum,artifacts,historical,culture",
27,Gal Vihara,Religious,Polonnaruwa,Polonnaruwa,4.6,500,2000,7.9556,81.0019,Low,Magnificent rock-carved Buddha statues,"buddha,rock,carved,religious,UNESCO",
28,Polonnaruwa Museum,Historical,Polonnaruwa,Polonnaruwa,3.9,300,800,7.9403,81.0188,Low,Excellent museum with ancient artifacts,"museum,artifacts,historical,culture",
29,Kaudulla National Park,Wildlife,Polonnaruwa,Polonnaruwa,3.4,3000,8000,8.1667,80.9167,Medium,Another elephant gathering park near Minneriya,"elephant,wildlife,safari,nature",
30,Gal Vihara,Religious,Polonnaruwa,Polonnaruwa,3.7,500,2000,7.9556,81.0019,Low,Magnificent rock-carved Buddha statues,"buddha,rock,carved,religious,UNESCO",
31,Gal Vihara,Religious,Polonnaruwa,Polonnaruwa,4.4,500,2000,7.9556,81.0019,Low,Magnificent rock-carved Buddha statues,"buddha,rock,carved,religious,UNESCO",
32,Polonnaruwa Ancient City,Historical,Polonnaruwa,Polonnaruwa,3.8,500,2000,7.9403,81.0188,Low,Medieval capital with well-preserved ruins - UNESCO,"ruins,UNESCO,ancient,historical",
33,Lankathilaka Temple,Religious,Kandy,Kandy,4.9,500,2000,7.9472,81.0014,Low,Impressive ruined image house of ancient Polonnaruwa,"temple,ruins,ancient,religious",images/lankathilaka_temple.jpg
34,Lankathilaka Temple,Religious,Kandy,Kandy,4,500,2000,7.9472,81.0014,Low,Impressive ruined image house of ancient Polonnaruwa,"temple,ruins,ancient,religious",images/lankathilaka_temple.jpg
35,Lankathilaka Temple,Religious,Kandy,Kandy,3.7,500,2000,7.9472,81.0014,Low,Impressive ruined image house of ancient Polonnaruwa,"temple,ruins,ancient,religious",images/lankathilaka_temple.jpg
36,Lankathilaka Temple,Religious,Kandy,Kandy,3.2,500,2000,7.9472,81.0014,Low,Impressive ruined image house of ancient Polonnaruwa,"temple,ruins,ancient,religious",images/lankathilaka_temple.jpg
37,Medirigiriya Vatadage,Historical,Polonnaruwa,Polonnaruwa,4.6,300,1000,8.1167,80.9667,Low,Ancient circular relic house in remote location,"ruins,ancient,historical,remote",
38,Parakrama Samudra,Nature,Polonnaruwa,Polonnaruwa,3.3,0,500,7.9403,81.0019,Low,Ancient sea of Parakrama - massive irrigation tank,"tank,ancient,scenic,historical",
39,Gal Vihara,Religious,Polonnaruwa,Polonnaruwa,4.6,500,2000,7.9556,81.0019,Low,Magnificent rock-carved Buddha statues,"buddha,rock,carved,religious,UNESCO",
40,Polonnaruwa Ancient City,Historical,Polonnaruwa,Polonnaruwa,3.6,500,2000,7.9403,81.0188,Low,Medieval capital with well-preserved ruins - UNESCO,"ruins,UNESCO,ancient,historical",
41,Polonnaruwa Museum,Historical,Polonnaruwa,Polonnaruwa,3.5,300,800,7.9403,81.0188,Low,Excellent museum with ancient artifacts,"museum,artifacts,historical,culture",
42,Gal Vihara,Religious,Polonnaruwa,Polonnaruwa,3.1,500,2000,7.9556,81.0019,Low,Magnificent rock-carved Buddha statues,"buddha,rock,carved,religious,UNESCO",
43,Minneriya National Park,Wildlife,Polonnaruwa,Polonnaruwa,4.8,3000,8000,8.0328,80.8994,Medium,Famous elephant gathering - hundreds at once,"elephant,gathering,wildlife,safari",
44,Minneriya National Park,Wildlife,Polonnaruwa,Polonnaruwa,4.5,3000,8000,8.0328,80.8994,Medium,Famous elephant gathering - hundreds at once,"elephant,gathering,wildlife,safari",
45,Gal Vihara,Religious,Polonnaruwa,Polonnaruwa,3.7,500,2000,7.9556,81.0019,Low,Magnificent rock-carved Buddha statues,"buddha,rock,carved,religious,UNESCO",
46,Medirigiriya Vatadage,Historical,Polonnaruwa,Polonnaruwa,4.4,300,1000,8.1167,80.9667,Low,Ancient circular relic house in remote location,"ruins,ancient,historical,remote",
47,Lankathilaka Temple,Religious,Kandy,Kandy,4.9,500,2000,7.9472,81.0014,Low,Impressive ruined image house of ancient Polonnaruwa,"temple,ruins,ancient,religious",images/lankathilaka_temple.jpg
48,Minneriya National Park,Wildlife,Polonnaruwa,Polonnaruwa,4.2,3000,8000,8.0328,80.8994,Medium,Famous elephant gathering - hundreds at once,"elephant,gathering,wildlife,safari",
49,Lankathilaka Temple,Religious,Kandy,Kandy,3.3,500,2000,7.9472,81.0014,Low,Impressive ruined image house of ancient Polonnaruwa,"temple,ruins,ancient,religious",images/lankathilaka_temple.jpg
50,Gal Vihara,Religious,Polonnaruwa,Polonnaruwa,3.7,500,2000,7.9556,81.0019,Low,Magnificent rock-carved Buddha statues,"buddha,rock,carved,religious,UNESCO",
51,Parakrama Samudra,Nature,Polonnaruwa,Polonnaruwa,3.8,0,500,7.9403,81.0019,Low,Ancient sea of Parakrama - massive irrigation tank,"tank,ancient,scenic,historical",
52,Kaudulla National Park,Wildlife,Polonnaruwa,Polonnaruwa,4.3,3000,8000,8.1667,80.9167,Medium,Another elephant gathering park near Minneriya,"elephant,wildlife,safari,nature",
53,Kaudulla National Park,Wildlife,Polonnaruwa,Polonnaruwa,3.5,3000,8000,8.1667,80.9167,Medium,Another elephant gathering park near Minneriya,"elephant,wildlife,safari,nature",
54,Polonnaruwa Ancient City,Historical,Polonnaruwa,Polonnaruwa,3.8,500,2000,7.9403,81.0188,Low,Medieval capital with well-preserved ruins - UNESCO,"ruins,UNESCO,ancient,historical",
55,Medirigiriya Vatadage,Historical,Polonnaruwa,Polonnaruwa,3.3,300,1000,8.1167,80.9667,Low,Ancient circular relic house in remote location,"ruins,ancient,historical,remote",
56,Polonnaruwa Museum,Historical,Polonnaruwa,Polonnaruwa,3,300,800,7.9403,81.0188,Low,Excellent museum with ancient artifacts,"museum,artifacts,historical,culture",
57,Gal Vihara,Religious,Polonnaruwa,Polonnaruwa,3.6,500,2000,7.9556,81.0019,Low,Magnificent rock-carved Buddha statues,"buddha,rock,carved,religious,UNESCO",
58,Medirigiriya Vatadage,Historical,Polonnaruwa,Polonnaruwa,3.4,300,1000,8.1167,80.9667,Low,Ancient circular relic house in remote location,"ruins,ancient,historical,remote",
59,Polonnaruwa Ancient City,Historical,Polonnaruwa,Polonnaruwa,3.4,500,2000,7.9403,81.0188,Low,Medieval capital with well-preserved ruins - UNESCO,"ruins,UNESCO,ancient,historical",
60,Kaudulla National Park,Wildlife,Polonnaruwa,Polonnaruwa,5,3000,8000,8.1667,80.9167,Medium,Another elephant gathering park near Minneriya,"elephant,wildlife,safari,nature",
61,Medirigiriya Vatadage,Historical,Polonnaruwa,Polonnaruwa,4.7,300,1000,8.1167,80.9667,Low,Ancient circular relic house in remote location,"ruins,ancient,historical,remote",
62,Kaudulla National Park,Wildlife,Polonnaruwa,Polonnaruwa,4.6,3000,8000,8.1667,80.9167,Medium,Another elephant gathering park near Minneriya,"elephant,wildlife,safari,nature",
63,Medirigiriya Vatadage,Historical,Polonnaruwa,Polonnaruwa,4,300,1000,8.1167,80.9667,Low,Ancient circular relic house in remote location,"ruins,ancient,historical,remote",
64,Kaudulla National Park,Wildlife,Polonnaruwa,Polonnaruwa,3.2,3000,8000,8.1667,80.9167,Medium,Another elephant gathering park near Minneriya,"elephant,wildlife,safari,nature",
65,Lankathilaka Temple,Religious,Kandy,Kandy,3.4,500,2000,7.9472,81.0014,Low,Impressive ruined image house of ancient Polonnaruwa,"temple,ruins,ancient,religious",images/lankathilaka_temple.jpg
66,Lankathilaka Temple,Religious,Kandy,Kandy,3.7,500,2000,7.9472,81.0014,Low,Impressive ruined image house of ancient Polonnaruwa,"temple,ruins,ancient,religious",images/lankathilaka_temple.jpg
67,Medirigiriya Vatadage,Historical,Polonnaruwa,Polonnaruwa,3.1,300,1000,8.1167,80.9667,Low,Ancient circular relic house in remote location,"ruins,ancient,historical,remote",
68,Medirigiriya Vatadage,Historical,Polonnaruwa,Polonnaruwa,3.9,300,1000,8.1167,80.9667,Low,Ancient circular relic house in remote location,"ruins,ancient,historical,remote",
69,Parakrama Samudra,Nature,Polonnaruwa,Polonnaruwa,4.7,0,500,7.9403,81.0019,Low,Ancient sea of Parakrama - massive irrigation tank,"tank,ancient,scenic,historical",
70,Polonnaruwa Ancient City,Historical,Polonnaruwa,Polonnaruwa,3.3,500,2000,7.9403,81.0188,Low,Medieval capital with well-preserved ruins - UNESCO,"ruins,UNESCO,ancient,historical",
71,Gal Vihara,Religious,Polonnaruwa,Polonnaruwa,3.2,500,2000,7.9556,81.0019,Low,Magnificent rock-carved Buddha statues,"buddha,rock,carved,religious,UNESCO",
72,Polonnaruwa Museum,Historical,Polonnaruwa,Polonnaruwa,4.6,300,800,7.9403,81.0188,Low,Excellent museum with ancient artifacts,"museum,artifacts,historical,culture",
73,Lankathilaka Temple,Religious,Kandy,Kandy,4.9,500,2000,7.9472,81.0014,Low,Impressive ruined image house of ancient Polonnaruwa,"temple,ruins,ancient,religious",images/lankathilaka_temple.jpg
74,Parakrama Samudra,Nature,Polonnaruwa,Polonnaruwa,4.1,0,500,7.9403,81.0019,Low,Ancient sea of Parakrama - massive irrigation tank,"tank,ancient,scenic,historical",
75,Lankathilaka Temple,Religious,Kandy,Kandy,4.6,500,2000,7.9472,81.0014,Low,Impressive ruined image house of ancient Polonnaruwa,"temple,ruins,ancient,religious",images/lankathilaka_temple.jpg
76,Lankathilaka Temple,Religious,Kandy,Kandy,4.9,500,2000,7.9472,81.0014,Low,Impressive ruined image house of ancient Polonnaruwa,"temple,ruins,ancient,religious",images/lankathilaka_temple.jpg
77,Medirigiriya Vatadage,Historical,Polonnaruwa,Polonnaruwa,4.1,300,1000,8.1167,80.9667,Low,Ancient circular relic house in remote location,"ruins,ancient,historical,remote",
78,Parakrama Samudra,Nature,Polonnaruwa,Polonnaruwa,4,0,500,7.9403,81.0019,Low,Ancient sea of Parakrama - massive irrigation tank,"tank,ancient,scenic,historical",
79,Gal Vihara,Religious,Polonnaruwa,Polonnaruwa,3.8,500,2000,7.9556,81.0019,Low,Magnificent rock-carved Buddha statues,"buddha,rock,carved,religious,UNESCO",
80,Polonnaruwa Ancient City,Historical,Polonnaruwa,Polonnaruwa,4,500,2000,7.9403,81.0188,Low,Medieval capital with well-preserved ruins - UNESCO,"ruins,UNESCO,ancient,historical",
81,Minneriya National Park,Wildlife,Polonnaruwa,Polonnaruwa,3.2,3000,8000,8.0328,80.8994,Medium,Famous elephant gathering - hundreds at once,"elephant,gathering,wildlife,safari",
82,Medirigiriya Vatadage,Historical,Polonnaruwa,Polonnaruwa,3.3,300,1000,8.1167,80.9667,Low,Ancient circular relic house in remote location,"ruins,ancient,historical,remote",
83,Minneriya National Park,Wildlife,Polonnaruwa,Polonnaruwa,4.9,3000,8000,8.0328,80.8994,Medium,Famous elephant gathering - hundreds at once,"elephant,gathering,wildlife,safari",
84,Parakrama Samudra,Nature,Polonnaruwa,Polonnaruwa,3.3,0,500,7.9403,81.0019,Low,Ancient sea of Parakrama - massive irrigation tank,"tank,ancient,scenic,historical",
85,Lankathilaka Temple,Religious,Kandy,Kandy,3.2,500,2000,7.9472,81.0014,Low,Impressive ruined image house of ancient Polonnaruwa,"temple,ruins,ancient,religious",images/lankathilaka_temple.jpg
86,Lankathilaka Temple,Religious,Kandy,Kandy,3.4,500,2000,7.9472,81.0014,Low,Impressive ruined image house of ancient Polonnaruwa,"temple,ruins,ancient,religious",images/lankathilaka_temple.jpg
87,Minneriya National Park,Wildlife,Polonnaruwa,Polonnaruwa,4.7,3000,8000,8.0328,80.8994,Medium,Famous elephant gathering - hundreds at once,"elephant,gathering,wildlife,safari",
88,Kaudulla National Park,Wildlife,Polonnaruwa,Polonnaruwa,3.6,3000,8000,8.1667,80.9167,Medium,Another elephant gathering park near Minneriya,"elephant,wildlife,safari,nature",
89,Gal Vihara,Religious,Polonnaruwa,Polonnaruwa,3.2,500,2000,7.9556,81.0019,Low,Magnificent rock-carved Buddha statues,"buddha,rock,carved,religious,UNESCO",
90,Lankathilaka Temple,Religious,Kandy,Kandy,4.1,500,2000,7.9472,81.0014,Low,Impressive ruined image house of ancient Polonnaruwa,"temple,ruins,ancient,religious",images/lankathilaka_temple.jpg
91,Kaudulla National Park,Wildlife,Polonnaruwa,Polonnaruwa,4,3000,8000,8.1667,80.9167,Medium,Another elephant gathering park near Minneriya,"elephant,wildlife,safari,nature",
92,Polonnaruwa Ancient City,Historical,Polonnaruwa,Polonnaruwa,4.6,500,2000,7.9403,81.0188,Low,Medieval capital with well-preserved ruins - UNESCO,"ruins,UNESCO,ancient,historical",
93,Lankathilaka Temple,Religious,Kandy,Kandy,3.2,500,2000,7.9472,81.0014,Low,Impressive ruined image house of ancient Polonnaruwa,"temple,ruins,ancient,religious",images/lankathilaka_temple.jpg
94,Minneriya National Park,Wildlife,Polonnaruwa,Polonnaruwa,3.3,3000,8000,8.0328,80.8994,Medium,Famous elephant gathering - hundreds at once,"elephant,gathering,wildlife,safari",
95,Gal Vihara,Religious,Polonnaruwa,Polonnaruwa,4.8,500,2000,7.9556,81.0019,Low,Magnificent rock-carved Buddha statues,"buddha,rock,carved,religious,UNESCO",
96,Gal Vihara,Religious,Polonnaruwa,Polonnaruwa,4.6,500,2000,7.9556,81.0019,Low,Magnificent rock-carved Buddha statues,"buddha,rock,carved,religious,UNESCO",
97,Polonnaruwa Museum,Historical,Polonnaruwa,Polonnaruwa,4.8,300,800,7.9403,81.0188,Low,Excellent museum with ancient artifacts,"museum,artifacts,historical,culture",
98,Kaudulla National Park,Wildlife,Polonnaruwa,Polonnaruwa,3.8,3000,8000,8.1667,80.9167,Medium,Another elephant gathering park near Minneriya,"elephant,wildlife,safari,nature",
99,Medirigiriya Vatadage,Historical,Polonnaruwa,Polonnaruwa,4.1,300,1000,8.1167,80.9667,Low,Ancient circular relic house in remote location,"ruins,ancient,historical,remote",
